manufacturer,model,year,mileage,selling_condition,grade,fuel,transmission,color,price,car_age
Lexus,Rx 330,2003,149907,Foreign used,C,Petrol,Automatic,black,3930000,18
Toyota,Venza,2009,84235,Nigerian used,C,Petrol,Automatic,silver,4714000,12
Honda,Civic,2012,133106,Nigerian used,C,Petrol,Automatic,black,2810000,9
Peugeot,307,2004,164570,Nigerian used,E,Petrol,Manual,ash,402000,17
Audi,A4,2009,88210,Foreign used,C,Petrol,Automatic,black,2922000,12
Ford,F-150,2010,111867,Foreign used,C,Petrol,Automatic,blue,4490000,11
Honda,Cr-V,2000,191342,Nigerian used,E,Petrol,Automatic,gold,458000,21
Honda,Accord,2011,82222,Nigerian used,C,Petrol,Automatic,black,1578000,10
Mercedes-Benz,S600,2007,173040,Foreign used,C,Petrol,Automatic,black,5747500,14
Hyundai,Elantra,2013,131771,Foreign used,D,Petrol,Automatic,black,3482000,8
Lexus,Gx 470,2007,106218,Nigerian used,D,Petrol,Automatic,black,3258000,14
Toyota,Solara,2007,92872,Nigerian used,C,Petrol,Automatic,black,1690000,14
Acura,Zdx,2010,92564,Nigerian used,C,Petrol,Automatic,white,3482000,11
Toyota,Yaris,2003,124246,Foreign used,C,Petrol,Automatic,silver,1466000,18
Toyota,Sienna,2011,223269,Foreign used,C,Petrol,Automatic,grey,4938000,10
Toyota,Sequoia,2008,94816,Nigerian used,C,Petrol,Automatic,black,5610000,13
Infiniti,Fx,2003,61906,Nigerian used,D,Petrol,Automatic,ash,2250000,18
Lexus,Gx 470,2006,140875,Nigerian used,D,Petrol,Automatic,black,1858000,15
Hyundai,Sonata,2006,106302,Foreign used,D,Petrol,Automatic,silver,1300000,15
Nissan,Altima,2005,124984,Nigerian used,D,Petrol,Automatic,blue,906000,16
Ford,Galaxy,1999,270314,Nigerian used,E,Petrol,Manual,white,738000,22
Honda,Accord,2013,12206,Foreign used,D,Petrol,Automatic,red,5162000,8
BMW,5 Series,2007,199000,Nigerian used,C,Petrol,Automatic,black,2026000,14
Land Rover,Range Rover Vogue,2007,34236,Nigerian used,E,Petrol,Automatic,white,1130000,14
Toyota,Camry,2006,160854,Nigerian used,D,Petrol,Automatic,white,1522000,15
Mazda,Cx-7,2012,100272,Nigerian used,D,Petrol,Automatic,ash,5610000,9
Toyota,Camry,2004,215683,Foreign used,D,Petrol,Automatic,white,1970000,17
Honda,Accord,2008,120801,Foreign used,C,Petrol,Automatic,grey,2586000,13
BMW,X5,2013,165602,Nigerian used,D,Petrol,Automatic,black,3090000,8
Kia,Optima,2013,100614,Nigerian used,D,Petrol,Automatic,blue,2250000,8
Honda,Cr-V,2002,170797,Nigerian used,D,Petrol,Automatic,blue,659600,19
Honda,Odyssey,2008,195211,Foreign used,C,Petrol,Automatic,wine,2026000,13
Lexus,Es,2006,175275,Nigerian used,D,Petrol,Automatic,silver,1768400,15
Volkswagen,Passat,1998,224621,Nigerian used,D,Petrol,Automatic,red,458000,23
Toyota,Highlander,2002,205084,Nigerian used,D,Petrol,Automatic,red,1802000,19
Mercedes-Benz,GLK 350,2011,116383,Nigerian used,C,Petrol,Automatic,red,5274000,10
Toyota,Rav4,2008,186370,Foreign used,C,Petrol,Automatic,grey,4042000,13
Toyota,Camry,2003,184952,Foreign used,D,Petrol,Automatic,blue,2362000,18
Mercedes-Benz,C320,2002,200999,Nigerian used,D,Petrol,Automatic,gold,1130000,19
Mercedes-Benz,C300,2011,52480,Foreign used,C,Petrol,Automatic,black,5834000,10
Hyundai,Sonata,2012,169097,Foreign used,C,Petrol,Automatic,red,3370000,9
Acura,Tl,2003,196273,Nigerian used,D,Petrol,Automatic,grey,682000,18
Acura,Mdx,2008,97800,Foreign used,C,Petrol,Automatic,grey,3930000,13
Honda,Accord,1998,171902,Nigerian used,D,Petrol,Automatic,black,570000,23
Toyota,Avensis,2007,117024,Nigerian used,E,Petrol,Manual,silver,853750,14
Toyota,Sequoia,2003,149393,Nigerian used,D,Petrol,Automatic,ash,1298000,18
Toyota,Highlander,2011,153503,Nigerian used,C,Petrol,Automatic,white,5890000,10
Volkswagen,Beatle,2003,269496,Nigerian used,D,Petrol,Manual,red,435600,18
Nissan,Altima,2005,119212,Nigerian used,D,Petrol,Automatic,gold,797500,16
Hyundai,Azera,2015,48700,Nigerian used,C,Petrol,Automatic,black,3930000,6
Honda,Pilot,2005,127486,Nigerian used,C,Petrol,Automatic,black,1152400,16
Toyota,Camry,2010,183363,Nigerian used,D,Petrol,Automatic,blue,2362000,11
Chevrolet,Traverse,2014,41558,Nigerian used,C,Petrol,Automatic,black,3930000,7
Mercedes-Benz,S550,2011,29644,Foreign used,C,Petrol,Automatic,black,6730000,10
Nissan,Pathfinder,2013,47283,Nigerian used,C,Petrol,Automatic,silver,5610000,8
Acura,Tl,2009,88022,Foreign used,C,Petrol,Automatic,blue,3594000,12
Acura,Mdx,2007,166543,Nigerian used,D,Petrol,Automatic,red,1802000,14
Honda,Accord,2001,250393,Nigerian used,D,Petrol,Automatic,green,458000,20
Nissan,Pathfinder,2001,117216,Nigerian used,D,Petrol,Automatic,grey,570000,20
Toyota,Matrix,2004,209415,Nigerian used,D,Petrol,Automatic,silver,1186000,17
Toyota,Highlander,2005,203616,Nigerian used,D,Petrol,Automatic,grey,1690000,16
Toyota,Corolla,2004,299999,Nigerian used,E,Petrol,Automatic,brown,1578000,17
Toyota,Corolla,2009,239514,Nigerian used,C,Petrol,Automatic,grey,2138000,12
Honda,Accord,2006,177628,Nigerian used,D,Petrol,Automatic,silver,850000,15
Infiniti,Qx,1999,141626,Nigerian used,D,Petrol,Automatic,wine,570000,22
Toyota,Tundra,2007,233251,Nigerian used,E,Petrol,Automatic,grey,2250000,14
Ford,Everest,2006,93628,Nigerian used,C,Petrol,Automatic,black,2922000,15
Acura,Rl,2006,116860,Foreign used,E,Petrol,Automatic,sky blue,1858000,15
Honda,Accord,2006,123479,Nigerian used,E,Petrol,Automatic,grey,850000,15
Toyota,Avalon,2006,178866,Nigerian used,C,Petrol,Automatic,gold,1746000,15
Hyundai,Tucson,2009,109377,Nigerian used,E,Petrol,Automatic,black,1242000,12
Ford,Edge,2010,297400,Nigerian used,D,Petrol,Automatic,silver,1466000,11
Kia,Optima,2013,103338,Nigerian used,D,Petrol,Automatic,grey,2978000,8
Toyota,Camry,2011,187878,Foreign used,D,Petrol,Automatic,gold,3385000,10
Honda,Odyssey,2002,205760,Foreign used,D,Petrol,Automatic,silver,1130000,19
Mercedes-Benz,Ml500,2008,134256,Foreign used,E,Petrol,Automatic,silver,4266000,13
Infiniti,G,2004,274687,Nigerian used,D,Petrol,Automatic,silver,1466000,17
Toyota,Rav4,2003,184952,Nigerian used,E,Petrol,Automatic,black,1130000,18
Nissan,Altima,2008,110765,Nigerian used,C,Petrol,Automatic,black,1690000,13
Toyota,Corolla,2010,134560,Nigerian used,D,Petrol,Automatic,black,1472500,11
Mercedes-Benz,Ml350,2006,69439,Nigerian used,C,Petrol,Automatic,brown,2474000,15
Toyota,Corolla,2016,18462,Foreign used,D,Petrol,Automatic,gold,5274000,5
Toyota,4Runner,2004,95805,Nigerian used,D,Petrol,Automatic,silver,2026000,17
Land Rover,Range Rover Sport,2009,138808,Nigerian used,D,Petrol,Automatic,black,2810000,12
Mercedes-Benz,C320,2002,292164,Nigerian used,C,Petrol,Automatic,silver,962000,19
Toyota,Camry,1998,276282,Nigerian used,D,Petrol,Automatic,gold,906000,23
Ford,Escape,2013,206590,Nigerian used,C,Petrol,Automatic,grey,4154000,8
Porsche,Boxster,2003,130507,Foreign used,D,Petrol,Manual,silver,4714000,18
Toyota,Tundra,2012,109463,Foreign used,E,Petrol,Automatic,grey,6170000,9
Peugeot,406,2000,42062,Nigerian used,D,Petrol,Automatic,silver,906000,21
Mitsubishi,Montero,2002,118533,Nigerian used,D,Petrol,Automatic,black,682000,19
Toyota,Venza,2009,97207,Nigerian used,C,Petrol,Automatic,black,4266000,12
Honda,Pilot,2005,122361,Nigerian used,E,Petrol,Automatic,blue,906000,16
Land Rover,Range Rover Sport,2008,167514,Foreign used,C,Petrol,Automatic,white,3385000,13
Lexus,Rx 350,2008,86079,Nigerian used,C,Petrol,Automatic,black,3594000,13
Volkswagen,Jetta,2011,93865,Nigerian used,D,Petrol,Manual,brown,1466000,10
Mitsubishi,L200,2014,109895,Nigerian used,E,Petrol,Manual,white,2922000,7
Toyota,Hilux,2007,339935,Nigerian used,D,Petrol,Manual,white,2810000,14
Peugeot,307,2004,238198,Foreign used,D,Petrol,Manual,wine,1522000,17
Land Rover,Range Rover HSE,2008,123000,Nigerian used,D,Petrol,Automatic,black,2810000,13
Peugeot,307,2002,142197,Foreign used,C,Petrol,Automatic,black,1522000,19
Honda,Pilot,2005,217266,Nigerian used,D,Petrol,Automatic,brown,1466000,16
Toyota,Rav4,2004,159010,Nigerian used,D,Petrol,Automatic,black,1360000,17
Honda,Accord,2008,176909,Nigerian used,D,Petrol,Automatic,black,1466000,13
Toyota,Avensis,2011,164491,Nigerian used,C,Petrol,Automatic,black,2474000,10
Lexus,Rx 300,2000,218484,Nigerian used,E,Petrol,Automatic,grey,1914000,21
Mercedes-Benz,C300,2008,197326,Nigerian used,C,Petrol,Automatic,white,2474000,13
Toyota,Solara,2008,114633,Foreign used,D,Petrol,Automatic,grey,2810000,13
Nissan,Pathfinder,2002,134004,Nigerian used,D,Petrol,Automatic,blue,570000,19
Toyota,Camry,2004,135165,Nigerian used,E,Petrol,Automatic,black,1130000,17
Mercedes-Benz,E350,2011,41124,Foreign used,C,Petrol,Automatic,white,5834000,10
Honda,Accord Crosstour,2010,80017,Nigerian used,C,Petrol,Automatic,black,2698000,11
Hyundai,Elantra,2008,129927,Nigerian used,C,Petrol,Automatic,black,1242000,13
Toyota,Avensis,2009,178646,Nigerian used,D,Petrol,Automatic,purple,2474000,12
Toyota,Highlander,2001,162578,Nigerian used,C,Petrol,Automatic,ash,2026000,20
Dodge,Journey,2009,138131,Nigerian used,E,Petrol,Automatic,white,1250000,12
Mercedes-Benz,E280,2007,72023,Nigerian used,D,Petrol,Automatic,black,1466000,14
Toyota,Corolla,2008,153731,Nigerian used,E,Petrol,Automatic,black,1074000,13
Toyota,Corolla,2005,128547,Nigerian used,D,Petrol,Automatic,red,1578000,16
Mitsubishi,Endeavor,2004,218372,Nigerian used,E,Petrol,Automatic,red,1130000,17
Honda,Pilot,2009,74845,Nigerian used,C,Petrol,Automatic,blue,2832500,12
BMW,X5,2008,110861,Foreign used,E,Petrol,Automatic,white,2810000,13
Toyota,Camry,2003,184976,Nigerian used,D,Petrol,Automatic,green,1690000,18
Mercedes-Benz,C250,2011,110753,Foreign used,C,Petrol,Manual,white,3930000,10
Toyota,Corolla,2009,178020,Nigerian used,C,Petrol,Automatic,blue,2597200,12
Kia,Carens,2003,136038,Nigerian used,D,Petrol,Manual,grey,910000,18
Toyota,Camry,2009,191467,Foreign used,D,Petrol,Automatic,silver,2586000,12
Mercedes-Benz,C300,2009,95702,Foreign used,D,Petrol,Manual,silver,3706000,12
Mazda,Mx-5 Miata,2011,9864,Nigerian used,C,Petrol,Manual,red,5050000,10
Toyota,Camry,2007,196060,Nigerian used,C,Petrol,Automatic,black,2082000,14
Nissan,Pathfinder,2014,7713,Nigerian used,B,Petrol,Automatic,black,6000000,7
Renault,Kangoo,2005,297800,Foreign used,D,Petrol,Automatic,black,1354000,16
Kia,Rio,2011,133436,Nigerian used,D,Petrol,Manual,blue,794000,10
Toyota,Land Cruiser Prado,2009,140321,Nigerian used,C,Petrol,Automatic,silver,5302000,12
Ford,Escape,2014,69530,Nigerian used,C,Petrol,Automatic,red,3957500,7
Toyota,Land Cruiser,2008,182811,Nigerian used,D,Petrol,Automatic,black,3957500,13
Land Rover,Range Rover Sport,2006,179633,Foreign used,C,Petrol,Automatic,white,5050000,15
Toyota,Camry,2013,78355,Foreign used,C,Petrol,Automatic,black,4602000,8
Nissan,Kicks,2019,19493,Nigerian used,D,Petrol,Automatic,grey,6730000,2
Toyota,Highlander,2002,82926,Nigerian used,D,Petrol,Automatic,ash,1634000,19
Skoda,Fabia,2011,231563,Nigerian used,D,Petrol,Automatic,grey,794000,10
Chevrolet,Trailblazer,2008,225848,Foreign used,C,Petrol,Automatic,black,1932500,13
Lexus,Rx 330,2005,1410,Nigerian used,E,Petrol,Automatic,gold,3034000,16
Acura,Mdx,2003,145434,Nigerian used,E,Petrol,Automatic,ash,1201250,18
Lexus,Es 350,2007,119851,Foreign used,C,Petrol,Automatic,grey,4154000,14
Ford,Escape,2014,49215,Nigerian used,C,Petrol,Automatic,black,3930000,7
Volkswagen,Passat,2008,103380,Nigerian used,E,Petrol,Automatic,grey,850000,13
Mitsubishi,L200,2013,123713,Nigerian used,D,Petrol,Manual,white,1690000,8
Infiniti,G,2005,57216,Nigerian used,D,Petrol,Automatic,red,1466000,16
Mercedes-Benz,Slk350,2006,111079,Foreign used,D,Petrol,Automatic,black,2922000,15
Toyota,Corolla,2014,28586,Foreign used,C,Petrol,Automatic,black,5870000,7
Mitsubishi,L200,2013,160007,Nigerian used,E,Petrol,Manual,white,2698000,8
Ford,Escape,2008,324614,Nigerian used,D,Petrol,Automatic,green,1242000,13
Lexus,Gs 300,2001,99391,Foreign used,D,Petrol,Automatic,black,2026000,20
Hyundai,Sonata,2013,15711,Nigerian used,D,Petrol,Automatic,white,3706000,8
Toyota,Avalon,2000,137091,Nigerian used,E,Petrol,Automatic,silver,1018000,21
Ford,Edge,2007,213437,Nigerian used,E,Petrol,Automatic,green,2045000,14
Toyota,Highlander,2011,52568,Nigerian used,C,Petrol,Automatic,black,5610000,10
Jeep,Liberty,2002,126591,Nigerian used,E,Petrol,Automatic,silver,751250,19
Mercedes-Benz,C280,2006,107493,Nigerian used,D,Petrol,Automatic,silver,906000,15
Toyota,Camry,2002,234033,Foreign used,C,Petrol,Automatic,black,2250000,19
Toyota,Sienna,2008,125469,Nigerian used,D,Petrol,Automatic,silver,2978000,13
Toyota,Corolla,2005,172618,Nigerian used,E,Petrol,Automatic,grey,1482500,16
Toyota,Sienna,2011,62701,Foreign used,D,Petrol,Automatic,white,5645000,10
Honda,Accord,2003,193490,Nigerian used,D,Petrol,Automatic,silver,794000,18
Peugeot,407,2006,69745,Foreign used,E,Diesel,Manual,silver,1932500,15
Toyota,Camry,2007,160649,Foreign used,D,Petrol,Automatic,grey,2810000,14
Toyota,Corolla,2006,143272,Nigerian used,D,Petrol,Automatic,black,1595000,15
Honda,Accord,2008,150492,Foreign used,C,Petrol,Automatic,blue,2270000,13
Toyota,Venza,2011,185479,Foreign used,C,Petrol,Automatic,white,6320000,10
Mercedes-Benz,Ml350,2008,70513,Nigerian used,C,Petrol,Automatic,blue,3930000,13
Toyota,Rav4,2008,141772,Nigerian used,E,Petrol,Automatic,black,1690000,13
Toyota,Camry,2005,191528,Foreign used,D,Petrol,Automatic,silver,2257500,16
Toyota,Avalon,2003,206161,Nigerian used,D,Petrol,Automatic,grey,1354000,18
Lexus,Rx 300,2000,264326,Foreign used,D,Petrol,Automatic,gold,2485000,21
Volvo,S80,2000,165393,Nigerian used,E,Petrol,Automatic,silver,807500,21
Hyundai,Genesis,2014,152208,Foreign used,C,Petrol,Automatic,black,6170000,7
Mercedes-Benz,C300,2012,153769,Foreign used,C,Petrol,Automatic,black,5610000,9
Mercedes-Benz,Ml350,2006,201670,Nigerian used,D,Petrol,Automatic,sky blue,2810000,15
Volkswagen,Touareg,2003,139732,Nigerian used,D,Petrol,Automatic,blue,1242000,18
Lexus,Gs 300,2006,147574,Foreign used,C,Petrol,Automatic,black,3620000,15
Honda,Accord,2003,247061,Nigerian used,E,Petrol,Automatic,gold,1018000,18
Toyota,Fortuner,2013,116649,Nigerian used,D,Petrol,Automatic,black,5860000,8
Toyota,Camry,2009,78299,Nigerian used,D,Petrol,Automatic,silver,2250000,12
Ford,Edge,2011,50600,Nigerian used,D,Petrol,Automatic,silver,3146000,10
Toyota,Tacoma,2008,158043,Nigerian used,D,Petrol,Automatic,red,5050000,13
Mercedes-Benz,C180,2001,204140,Foreign used,D,Petrol,Manual,black,1242000,20
Honda,Accord Crosstour,2010,136281,Nigerian used,C,Petrol,Automatic,white,3034000,11
Honda,Odyssey,2000,206805,Nigerian used,D,Petrol,Automatic,grey,807500,21
Toyota,Camry,2009,51859,Nigerian used,C,Hybrid,Automatic,grey,2270000,12
Mercedes-Benz,E240,2004,285813,Nigerian used,C,Petrol,Automatic,black,1370000,17
Toyota,4Runner,2005,192488,Foreign used,D,Petrol,Automatic,black,3818000,16
Lexus,Rx 300,2001,122080,Nigerian used,E,Petrol,Automatic,grey,1257500,20
Mercedes-Benz,C300,2008,125233,Nigerian used,C,Petrol,Automatic,black,2832500,13
Toyota,Camry,2009,74937,Nigerian used,E,Petrol,Automatic,grey,1858000,12
Toyota,Sienna,2005,205780,Foreign used,D,Petrol,Automatic,gold,2586000,16
Lexus,Rx 330,2004,111128,Nigerian used,C,Petrol,Automatic,gold,2888750,17
Infiniti,Qx,2001,187665,Nigerian used,D,Petrol,Automatic,black,638750,20
Honda,Odyssey,2003,215678,Foreign used,E,Petrol,Automatic,grey,1578000,18
Audi,Q7,2007,86954,Nigerian used,E,Petrol,Automatic,black,1802000,14
Toyota,Camry,2014,85284,Foreign used,E,Petrol,Automatic,blue,4826000,7
Toyota,Corolla,2009,157207,Nigerian used,C,Petrol,Automatic,red,2026000,12
Toyota,Highlander,2005,333875,Foreign used,E,Petrol,Automatic,blue,2607500,16
Toyota,Matrix,2010,174452,Nigerian used,D,Petrol,Automatic,black,2270000,11
Lexus,Rx 350,2008,75168,Nigerian used,D,Petrol,Automatic,gold,3620000,13
Lexus,Gx470,2006,145609,Nigerian used,D,Petrol,Automatic,green,2474000,15
Toyota,Camry,2009,144283,Foreign used,D,Petrol,Automatic,black,2597500,12
Toyota,Camry,2010,95650,Nigerian used,E,Petrol,Automatic,black,3370000,11
Hyundai,Elantra,2014,75559,Nigerian used,C,Petrol,Automatic,black,2474000,7
Toyota,Corolla,2014,78599,Nigerian used,C,Petrol,Automatic,black,3732500,7
Toyota,Avalon,2006,240065,Nigerian used,E,Petrol,Automatic,grey,2035000,15
Peugeot,406,2004,266745,Nigerian used,D,Petrol,Manual,blue,1032500,17
Honda,Pilot,2009,89701,Nigerian used,E,Petrol,Automatic,grey,2157500,12
Volkswagen,CC,2013,85793,Nigerian used,D,Petrol,Automatic,blue,2485000,8
Toyota,Camry,1998,177341,Nigerian used,D,Petrol,Automatic,green,695000,23
Toyota,Venza,2009,111974,Nigerian used,C,Petrol,Automatic,brown,4407500,12
Mitsubishi,Pajero,2013,167828,Nigerian used,C,Petrol,Automatic,black,3706000,8
Honda,Accord,2003,136395,Nigerian used,C,Petrol,Automatic,silver,1145000,18
Toyota,Venza,2009,160532,Nigerian used,C,Petrol,Automatic,grey,4520000,12
Infiniti,Qx,1999,142622,Nigerian used,D,Petrol,Automatic,gold,920000,22
Chevrolet,Aveo,2009,36146,Nigerian used,D,Petrol,Manual,silver,413750,12
Toyota,Corolla,2010,230414,Nigerian used,D,Petrol,Automatic,grey,2495000,11
Mercedes-Benz,Clk200,2001,217389,Foreign used,C,Petrol,Automatic,silver,1707500,20
Toyota,Camry,2003,206369,Nigerian used,E,Petrol,Automatic,grey,1354000,18
Land Rover,Lr4,2010,53941,Nigerian used,E,Petrol,Automatic,black,3930000,11
Mercedes-Benz,Glk350,2010,112830,Nigerian used,D,Petrol,Automatic,white,5274000,11
Hyundai,Tucson,2005,119552,Foreign used,E,Petrol,Automatic,black,1303750,16
Hyundai,Elantra,2005,48428,Nigerian used,C,Petrol,Automatic,black,1257500,16
Acura,Mdx,2004,192204,Nigerian used,D,Petrol,Automatic,silver,1145000,17
Ford,Focus,2013,76360,Nigerian used,C,Petrol,Automatic,black,2474000,8
Mercedes-Benz,C300,2011,211611,Foreign used,D,Petrol,Automatic,black,5050000,10
Hyundai,Accent,2011,98443,Nigerian used,C,Petrol,Manual,silver,1578000,10
Toyota,Land Cruiser,2007,104948,Nigerian used,D,Petrol,Automatic,purple,3395000,14
Toyota,Tundra,2008,105635,Foreign used,D,Petrol,Automatic,blue,5420000,13
Chrysler,Pt Cruiser,2002,81377,Nigerian used,E,Petrol,Automatic,wine,695000,19
Toyota,Rav4,2002,219542,Nigerian used,E,Petrol,Automatic,black,1018000,19
Toyota,Camry,2013,123671,Foreign used,D,Petrol,Automatic,red,5162000,8
Land Rover,Lr3,2005,117067,Nigerian used,D,Petrol,Automatic,red,2832500,16
Honda,Civic,2013,45681,Nigerian used,C,Petrol,Automatic,brown,2832500,8
Honda,Accord Crosstour,2012,117411,Foreign used,D,Petrol,Automatic,black,3818000,9
Ford,Fiesta,2014,136588,Nigerian used,D,Petrol,Automatic,silver,962000,7
Toyota,Camry,2009,202408,Foreign used,E,Petrol,Automatic,grey,3146000,12
Toyota,Camry,2002,282788,Nigerian used,D,Petrol,Automatic,white,1257500,19
Toyota,Rav4,2009,165345,Foreign used,D,Petrol,Automatic,red,4407500,12
Ford,Edge,2011,121833,Nigerian used,E,Petrol,Automatic,black,3370000,10
Nissan,Armada,2007,124514,Nigerian used,D,Petrol,Automatic,wine,1932500,14
BMW,318i,2005,241957,Foreign used,C,Petrol,Automatic,blue,2607500,16
Toyota,Highlander,2008,179690,Foreign used,C,Petrol,Automatic,gold,5162000,13
Volkswagen,Golf,1999,244494,Nigerian used,D,Petrol,Automatic,blue,695000,22
Mercedes-Benz,E350,2010,141377,Nigerian used,C,Petrol,Automatic,black,5645000,11
Lexus,Is,2007,171442,Foreign used,D,Petrol,Automatic,black,3818000,14
Hyundai,Elantra,2012,100123,Nigerian used,D,Petrol,Automatic,red,2400000,9
Hyundai,I10,2015,33312,Nigerian used,B,Petrol,Automatic,grey,2250000,6
Volkswagen,Passat,2002,172194,Nigerian used,D,Petrol,Automatic,green,906000,19
Honda,Accord,2012,63491,Nigerian used,C,Petrol,Automatic,black,2832500,9
BMW,X3,2004,128357,Foreign used,C,Petrol,Automatic,black,2698000,17
Lexus,Es 350,2009,94931,Foreign used,E,Petrol,Automatic,grey,4378000,12
Land Rover,Range Rover Sport,2006,145349,Nigerian used,E,Petrol,Automatic,grey,1914000,15
Toyota,Rav4,2006,152938,Nigerian used,D,Petrol,Automatic,blue,2082000,15
Lexus,Rx 300,2000,280167,Foreign used,D,Petrol,Automatic,white,2586000,21
Volkswagen,Passat,1994,308055,Nigerian used,E,Petrol,Manual,blue,526250,27
Toyota,Corona,2001,129702,Nigerian used,E,Petrol,Automatic,red,682000,20
Infiniti,Qx,2001,295351,Nigerian used,D,Petrol,Automatic,gold,863750,20
Toyota,Camry,2002,152893,Nigerian used,D,Petrol,Automatic,silver,1280000,19
Toyota,Sienna,2005,111663,Nigerian used,E,Petrol,Automatic,gold,1707500,16
Honda,Pilot,2003,300949,Nigerian used,D,Petrol,Automatic,brown,807500,18
Ford,Expedition,2012,46762,Nigerian used,E,Petrol,Automatic,black,6170000,9
Toyota,Highlander,2004,138716,Nigerian used,E,Petrol,Automatic,black,1802000,17
Lexus,Es 330,2004,56145,Nigerian used,E,Petrol,Automatic,blue,1802000,17
Acura,Mdx,2008,177728,Nigerian used,E,Petrol,Automatic,grey,2082000,13
Peugeot,206,2004,315540,Foreign used,E,Diesel,Manual,white,1914000,17
Toyota,Corolla,2008,86497,Foreign used,D,Petrol,Automatic,red,2810000,13
Infiniti,G,2007,321618,Nigerian used,C,Petrol,Automatic,black,1634000,14
Kia,Optima,2009,171306,Nigerian used,C,Petrol,Automatic,red,1370000,12
Mercedes-Benz,C63 Amg,2013,44258,Nigerian used,C,Petrol,Automatic,silver,6770000,8
Toyota,Hilux,2010,264563,Nigerian used,E,Petrol,Automatic,white,4714000,11
Toyota,Corolla,2006,189488,Nigerian used,D,Petrol,Automatic,grey,1651250,15
Toyota,Camry,2002,170813,Nigerian used,D,Petrol,Automatic,grey,1370000,19
