manufacturer,model,year,mileage,selling_condition,grade,fuel,transmission,color,price,car_age
Land Rover,Range Rover HSE,2007,168656,Foreign used,D,Petrol,Automatic,black,4380000,14
Toyota,Celica,2003,94406,Nigerian used,C,Petrol,Automatic,red,1735000,18
Toyota,Sienna,2012,70531,Foreign used,D,Petrol,Automatic,white,4610000,9
Toyota,Corolla,2009,140648,Nigerian used,D,Petrol,Automatic,gold,1505000,12
Ford,Focus,2014,112348,Foreign used,C,Petrol,Automatic,silver,2712500,7
Ford,Escape,2013,157999,Foreign used,E,Petrol,Automatic,black,3460000,8
Mercedes-Benz,Ml350,2005,200309,Foreign used,D,Petrol,Automatic,blue,1725000,16
Volkswagen,Golf,2001,168575,Foreign used,E,Petrol,Manual,silver,930000,20
Hyundai,Elantra,2014,125550,Nigerian used,C,Petrol,Automatic,black,2885000,7
Hummer,H3,2006,130450,Foreign used,D,Petrol,Automatic,black,3833750,15
Mercedes-Benz,Glk350,2012,186104,Nigerian used,C,Petrol,Automatic,black,6910000,9
Lexus,Rx 300,1999,101434,Foreign used,C,Petrol,Automatic,gold,1965000,22
Mercedes-Benz,C200,2008,150775,Nigerian used,D,Petrol,Automatic,white,1735000,13
Toyota,Camry,2011,141498,Foreign used,D,Petrol,Automatic,black,2908000,10
Skoda,Octavia,2007,88089,Nigerian used,D,Petrol,Automatic,green,987500,14
Toyota,Sienna,2001,215818,Nigerian used,E,Petrol,Automatic,silver,1102500,20
Honda,Accord,2008,219348,Nigerian used,D,Petrol,Automatic,black,1447500,13
Hyundai,Sonata,2011,127577,Foreign used,D,Petrol,Automatic,silver,2195000,10
Nissan,Frontier,2003,284711,Nigerian used,C,Petrol,Automatic,blue,2425000,18
Nissan,Altima,2008,310457,Foreign used,D,Petrol,Automatic,grey,1332500,13
Acura,Mdx,2006,192322,Nigerian used,E,Petrol,Automatic,grey,1160000,15
Land Rover,Range Rover Sport,2007,77982,Nigerian used,C,Petrol,Automatic,black,4380000,14
Honda,Pilot,2005,70119,Foreign used,C,Petrol,Automatic,grey,2310000,16
Lexus,Rx 330,2006,109524,Nigerian used,C,Petrol,Automatic,silver,2540000,15
Infiniti,Ex,2008,94703,Foreign used,C,Petrol,Automatic,grey,2310000,13
Honda,Accord,2008,111312,Nigerian used,D,Petrol,Automatic,white,1562500,13
Volkswagen,Jetta,2001,218903,Nigerian used,E,Petrol,Automatic,red,700000,20
Honda,Accord,2004,226169,Nigerian used,E,Petrol,Automatic,grey,642500,17
Land Rover,Range Rover Sport,2005,142209,Nigerian used,D,Petrol,Automatic,green,3000000,16
Honda,Odyssey,2008,76830,Foreign used,C,Petrol,Automatic,white,2425000,13
Toyota,Rav4,2011,94692,Nigerian used,C,Petrol,Automatic,grey,3460000,10
Toyota,Corolla,2016,6693,Foreign used,B,Petrol,Automatic,black,5760000,5
Mercedes-Benz,C300,2012,77798,Foreign used,B,Petrol,Automatic,gold,5645000,9
Ford,Focus,2014,49425,Nigerian used,C,Petrol,Automatic,black,4610000,7
Toyota,Sequoia,2005,184555,Nigerian used,E,Petrol,Automatic,grey,2310000,16
Toyota,Corolla,2011,150028,Foreign used,C,Petrol,Automatic,silver,3460000,10
Infiniti,i35,2001,207565,Nigerian used,D,Petrol,Automatic,silver,527500,20
Land Rover,Lr3,2005,114289,Nigerian used,D,Petrol,Duplex,silver,2080000,16
Ford,Focus,2011,89438,Nigerian used,E,Petrol,Manual,blue,930000,10
Peugeot,406,1997,206024,Foreign used,C,Petrol,Manual,red,930000,24
Mercedes-Benz,E320,2004,248867,Nigerian used,D,Petrol,Automatic,blue,1045000,17
Jeep,Liberty,2004,178794,Nigerian used,E,Petrol,Automatic,black,700000,17
Ford,Escape,2010,264958,Foreign used,E,Petrol,Automatic,grey,2540000,11
Kia,Optima,2014,143191,Nigerian used,B,Petrol,Automatic,grey,3690000,7
Ford,Explorer,2013,124170,Nigerian used,D,Petrol,Automatic,black,3460000,8
Nissan,Almera,2013,108226,Nigerian used,C,Petrol,Automatic,grey,1380000,8
Nissan,Almera,2013,152318,Nigerian used,E,Petrol,Automatic,grey,1380000,8
Nissan,Almera,2013,124807,Nigerian used,D,Petrol,Manual,grey,1380000,8
Nissan,Almera,2013,146355,Nigerian used,C,Petrol,Automatic,silver,1380000,8
Honda,Accord,2015,105479,Foreign used,C,Petrol,Automatic,black,6680000,6
Ford,Edge,2014,106098,Nigerian used,D,Petrol,Automatic,black,4025000,7
Peugeot,408,2011,97226,Nigerian used,C,Petrol,Automatic,grey,1505000,10
Mazda,Cx-7,2007,111284,Nigerian used,D,Petrol,Automatic,black,930000,14
Honda,Accord,1998,175909,Nigerian used,D,Petrol,Automatic,green,471500,23
Toyota,Camry,2012,216505,Nigerian used,E,Petrol,Automatic,white,2311500,9
Nissan,Almera,2013,75137,Nigerian used,D,Petrol,Automatic,grey,1380000,8
Toyota,Sienna,2006,102050,Foreign used,D,Petrol,Automatic,white,3030250,15
Kia,Rio,2013,111447,Nigerian used,D,Petrol,Automatic,black,1334000,8
Kia,Rio,2012,114199,Nigerian used,D,Petrol,Automatic,black,1161500,9
Honda,Cr-V,2005,165870,Nigerian used,D,Petrol,Automatic,gold,1276500,16
Toyota,Corolla,2008,202796,Nigerian used,D,Petrol,Automatic,black,1505000,13
Nissan,Pathfinder,1998,153403,Nigerian used,E,Petrol,Automatic,black,585000,23
Hyundai,I10,2015,31107,Nigerian used,C,Petrol,Manual,black,1850000,6
Saturn,VUE,2009,144882,Foreign used,C,Petrol,Automatic,black,2770000,12
Toyota,Camry,1993,162023,Nigerian used,E,Petrol,Automatic,green,470000,28
Toyota,Rav4,2011,35434,Nigerian used,C,Petrol,Automatic,silver,3230000,10
Toyota,Matrix,2007,299999,Nigerian used,D,Petrol,Automatic,black,1390000,14
Lexus,Rx 300,2002,167987,Foreign used,D,Petrol,Automatic,gold,2183500,19
Lexus,Gx,2006,40600,Nigerian used,E,Petrol,Automatic,black,3460000,15
Honda,Accord,2011,65185,Foreign used,C,Petrol,Automatic,grey,3057500,10
Nissan,Quest,2000,111835,Nigerian used,C,Petrol,Automatic,silver,608000,21
Volkswagen,Jetta,2012,80638,Nigerian used,C,Petrol,Automatic,grey,1907500,9
Lexus,Es,2002,239282,Foreign used,D,Petrol,Automatic,silver,2080000,19
Infiniti,G,2002,120001,Nigerian used,D,Petrol,Automatic,gold,470000,19
Mercedes-Benz,Glk350,2010,169880,Nigerian used,C,Petrol,Automatic,grey,4610000,11
Nissan,Pathfinder,2008,312836,Foreign used,C,Petrol,Automatic,black,2310000,13
Land Rover,Lr3,2007,90,Foreign used,C,Petrol,Automatic,grey,2885000,14
Ford,Explorer,2011,79920,Nigerian used,D,Petrol,Automatic,red,4035000,10
Toyota,Tacoma,2002,187811,Nigerian used,D,Petrol,Automatic,silver,1620000,19
Honda,Pilot,2003,208883,Nigerian used,D,Petrol,Automatic,silver,1045000,18
Toyota,Camry,1992,299383,Nigerian used,D,Petrol,Automatic,green,412500,29
Ford,Taurus,2011,106061,Nigerian used,D,Petrol,Automatic,black,1735000,10
Toyota,Corolla,2011,98586,Foreign used,E,Petrol,Automatic,black,3460000,10
Honda,Civic,2009,124223,Foreign used,D,Petrol,Automatic,white,1965000,12
Honda,Accord,2013,62038,Nigerian used,E,Petrol,Automatic,grey,2770000,8
Ford,Edge,2014,43384,Nigerian used,B,Petrol,Automatic,black,6335000,7
Land Rover,HSE,2007,159845,Nigerian used,D,Petrol,Automatic,white,1976500,14
Acura,Mdx,2006,113602,Foreign used,C,Petrol,Automatic,grey,2080000,15
Mazda,Cx-9,2011,122405,Foreign used,C,Petrol,Automatic,red,4610000,10
Toyota,Corolla,2009,82200,Foreign used,C,Petrol,Automatic,black,2770000,12
Toyota,Corolla,2006,258070,Foreign used,D,Petrol,Automatic,black,2196500,15
Hyundai,Sonata,2008,78672,Nigerian used,C,Petrol,Automatic,grey,1771000,13
Mercedes-Benz,Ml350,2012,107068,Nigerian used,C,Petrol,Automatic,brown,6910000,9
GAC,GA3-S,2017,7148,Nigerian used,C,Petrol,Automatic,black,3460000,4
Nissan,Sentra,2013,176343,Nigerian used,D,Petrol,Automatic,grey,2310000,8
Toyota,Corolla,2016,41649,Foreign used,D,Petrol,Automatic,grey,5185000,5
Honda,Accord,2006,297484,Nigerian used,E,Petrol,Automatic,grey,700000,15
Kia,Sorento,2006,194097,Nigerian used,E,Petrol,Automatic,blue,1735000,15
Peugeot,407,2005,228099,Nigerian used,C,Petrol,Automatic,red,987500,16
Mercedes-Benz,C300,2008,168915,Nigerian used,D,Petrol,Automatic,blue,2655000,13
Lexus,Gx,2003,85187,Nigerian used,D,Petrol,Automatic,black,2310000,18
Mercedes-Benz,Ml350,2006,181464,Foreign used,C,Petrol,Automatic,black,4035000,15
Mercedes-Benz,C240,2003,181079,Nigerian used,C,Petrol,Automatic,gold,1505000,18
Nissan,Pathfinder,2005,100896,Nigerian used,D,Petrol,Automatic,ash,1045000,16
Nissan,Altima,2006,106316,Nigerian used,E,Petrol,Automatic,grey,815000,15
Volkswagen,Passat,2013,64230,Foreign used,D,Petrol,Automatic,grey,4611500,8
Honda,Jazz,2014,67963,Nigerian used,C,Petrol,Automatic,black,2311500,7
Ford,Explorer,2004,211997,Nigerian used,D,Petrol,Automatic,silver,700000,17
Toyota,Camry,2007,48286,Nigerian used,E,Petrol,Automatic,grey,1736500,14
Nissan,X-Trail,2009,103388,Nigerian used,E,Petrol,Automatic,gold,1850000,12
Honda,Odyssey,2002,165996,Foreign used,E,Petrol,Automatic,silver,1529500,19
Lexus,Rx,2005,242934,Nigerian used,D,Hybrid,Automatic,silver,2885000,16
Lexus,Es,2002,174811,Foreign used,C,Petrol,Automatic,grey,1909000,19
Dodge,Ram,2000,210731,Nigerian used,D,Petrol,Automatic,silver,989000,21
Mercedes-Benz,C230,2006,320104,Foreign used,C,Petrol,Automatic,black,1966500,15
Honda,Accord,2007,129454,Nigerian used,D,Petrol,Automatic,silver,1495000,14
Land Rover,HSE,2010,114950,Nigerian used,C,Petrol,Automatic,white,4191000,11
Ford,Escape,2006,178079,Nigerian used,C,Hybrid,Automatic,red,1045000,15
Ford,F-150,2002,220163,Nigerian used,E,Petrol,Automatic,green,1990000,19
Mercedes-Benz,Ml350,2006,150753,Foreign used,C,Petrol,Automatic,wine,3970000,15
Toyota,Camry,2007,96307,Nigerian used,E,Petrol,Automatic,gold,2211000,14
Ford,Expedition,2008,84607,Nigerian used,E,Petrol,Automatic,black,2310000,13
Honda,Accord,2015,15043,Nigerian used,B,Petrol,Automatic,black,7160000,6
Toyota,Highlander,2003,178066,Nigerian used,C,Petrol,Automatic,gold,1965000,18
Mazda,Cx-9,2007,127043,Foreign used,D,Petrol,Automatic,black,2770000,14
Infiniti,i35,2008,170168,Nigerian used,C,Petrol,Automatic,blue,2210000,13
Lexus,Es 350,2007,159464,Nigerian used,D,Petrol,Automatic,silver,2760000,14
Dodge,Durango,2002,245513,Nigerian used,D,Petrol,Automatic,silver,561000,19
Land Rover,Range Rover Sport,2012,93927,Nigerian used,C,Petrol,Automatic,white,5950000,9
Mercedes-Benz,CLS 350,2005,166106,Nigerian used,D,Petrol,Automatic,black,1331000,16
Audi,A4,1997,176210,Nigerian used,C,Petrol,Manual,green,561000,24
Toyota,Camry,2011,131268,Nigerian used,D,Petrol,Automatic,grey,2885000,10
Nissan,Maxima,2004,91116,Nigerian used,D,Petrol,Automatic,grey,1441000,17
Nissan,Pathfinder,2007,147940,Foreign used,C,Petrol,Automatic,grey,1991000,14
Toyota,Corolla,2016,47301,Foreign used,D,Petrol,Automatic,silver,5181000,5
Volkswagen,Passat,2012,155182,Nigerian used,D,Petrol,Automatic,black,3200000,9
Honda,Civic,2017,7188,Nigerian used,D,Petrol,Automatic,grey,5730000,4
Mercedes-Benz,C230,2004,154790,Foreign used,D,Petrol,Automatic,silver,1385000,17
Toyota,Venza,2013,105181,Foreign used,C,Petrol,Automatic,black,5620000,8
Toyota,Corolla,2017,9852,Foreign used,D,Petrol,Automatic,black,5950000,4
Peugeot,406,2003,99999,Nigerian used,C,Petrol,Manual,silver,1220000,18
Peugeot,406,2002,324556,Nigerian used,D,Petrol,Automatic,grey,890000,19
Toyota,Corolla,2012,108003,Nigerian used,C,Petrol,Automatic,blue,3310000,9
Nissan,Rogue,2008,130683,Foreign used,E,Petrol,Automatic,black,1990000,13
Opel,Omega,1997,207165,Nigerian used,E,Petrol,Manual,wine,395000,24
Toyota,Camry,1998,253183,Nigerian used,D,Petrol,Automatic,wine,615000,23
Nissan,X-Trail,2006,136750,Nigerian used,E,Petrol,Automatic,ash,1001000,15
Nissan,Maxima,1999,134278,Nigerian used,E,Petrol,Automatic,gold,561000,22
Toyota,Rav4,2011,76966,Foreign used,D,Petrol,Automatic,black,4191000,10
Mercedes-Benz,E350,2006,65103,Nigerian used,D,Petrol,Automatic,silver,1991000,15
Chevrolet,Trailblazer,2005,75755,Nigerian used,D,Petrol,Automatic,grey,3310000,16
Nissan,Titan,2006,124928,Nigerian used,C,Petrol,Automatic,silver,2211000,15
Mercedes-Benz,S500,1999,210476,Nigerian used,D,Petrol,Automatic,silver,505000,22
Toyota,Corolla,2017,56754,Foreign used,D,Petrol,Automatic,red,7050000,4
Toyota,Avalon,1998,311152,Nigerian used,D,Petrol,Automatic,black,649000,23
Peugeot,406,2000,122343,Nigerian used,D,Petrol,Automatic,blue,946000,21
Toyota,Sienna,2005,181650,Nigerian used,C,Petrol,Automatic,gold,2211000,16
Land Rover,Range Rover Sport,2006,57234,Nigerian used,D,Petrol,Automatic,grey,2541500,15
Mercedes-Benz,E350,2010,42202,Foreign used,C,Petrol,Automatic,black,6061000,11
Honda,Accord,2015,69231,Foreign used,C,Petrol,Automatic,wine,5511000,6
Volvo,V40,1999,216849,Nigerian used,D,Petrol,Manual,green,586500,22
Volkswagen,Passat,2003,168020,Foreign used,D,Petrol,Manual,silver,1187000,18
Ford,Edge,2008,232069,Nigerian used,D,Petrol,Automatic,grey,1551000,13
Volvo,Xc90,2004,111996,Nigerian used,C,Petrol,Automatic,black,1111000,17
Ford,Freestyle,2005,113943,Nigerian used,C,Petrol,Automatic,white,836000,16
Acura,Tl,2000,189238,Nigerian used,D,Petrol,Automatic,black,470000,21
Acura,Mdx,2005,259581,Nigerian used,C,Petrol,Automatic,green,1606000,16
Kia,Sorento,2005,188403,Nigerian used,E,Petrol,Automatic,gold,1661000,16
Mitsubishi,Space Wagon,2000,111265,Nigerian used,D,Petrol,Automatic,blue,781000,21
Mazda,Mpv,2001,142280,Nigerian used,E,Petrol,Automatic,green,781000,20
Mercedes-Benz,Ml350,2006,174447,Nigerian used,C,Petrol,Automatic,black,2980000,15
Toyota,Avalon,2010,142615,Foreign used,C,Petrol,Automatic,black,3861000,11
Honda,Accord,2008,118145,Nigerian used,D,Petrol,Automatic,black,1331000,13
Lexus,Ls,2007,134129,Foreign used,C,Petrol,Automatic,blue,4521000,14
Honda,Accord,2006,160880,Nigerian used,D,Petrol,Automatic,gold,1331000,15
Toyota,Tundra,2007,53170,Nigerian used,C,Petrol,Automatic,black,6611000,14
Acura,Tsx,2009,180864,Foreign used,D,Petrol,Automatic,black,2651000,12
Honda,Accord,2014,85558,Foreign used,C,Petrol,Automatic,silver,4931000,7
Mercedes-Benz,E320,1999,5050,Foreign used,C,Petrol,Automatic,silver,1446000,22
Toyota,Camry,2007,99867,Foreign used,C,Petrol,Automatic,blue,2676000,14
Mercedes-Benz,C200,1996,239700,Foreign used,D,Petrol,Automatic,black,1000000,25
Lexus,Rx 300,1999,223027,Foreign used,E,Petrol,Automatic,silver,1679000,22
Mercedes-Benz,Clk220,1998,300756,Nigerian used,E,Petrol,Automatic,green,781000,23
Mercedes-Benz,E350,2007,180136,Foreign used,C,Petrol,Automatic,grey,2210000,14
Honda,Cr-V,2000,157607,Nigerian used,E,Petrol,Manual,green,561000,21
Toyota,Rav4,2007,156231,Nigerian used,E,Petrol,Automatic,gold,2761000,14
Toyota,Solara,2004,98794,Nigerian used,E,Petrol,Automatic,blue,1441000,17
Toyota,Sienna,2000,207385,Nigerian used,E,Petrol,Automatic,gold,725000,21
Honda,Accord,2013,96510,Foreign used,C,Petrol,Automatic,black,4191000,8
Nissan,Titan,2005,170889,Foreign used,E,Petrol,Automatic,black,3310000,16
Mercedes-Benz,Ml350,2006,105098,Nigerian used,C,Petrol,Automatic,blue,2761000,15
Nissan,Serena,1994,186959,Nigerian used,D,Petrol,Manual,red,451000,27
Toyota,Camry,2002,222126,Nigerian used,E,Petrol,Automatic,silver,1001000,19
Honda,Pilot,2008,220573,Foreign used,E,Petrol,Automatic,black,2211000,13
Lexus,Gx,2008,98703,Nigerian used,D,Petrol,Automatic,black,2761000,13
Toyota,Avalon,2005,198065,Foreign used,E,Petrol,Automatic,gold,2211000,16
Nissan,Pathfinder,2007,314721,Nigerian used,E,Petrol,Automatic,black,1991000,14
Jeep,Liberty,2003,117310,Nigerian used,D,Petrol,Automatic,silver,780000,18
Toyota,Rav4,2008,110734,Foreign used,E,Petrol,Automatic,black,3036000,13
Toyota,Sienna,2007,205817,Nigerian used,C,Petrol,Automatic,gold,1991000,14
Hyundai,Ix35,2011,101489,Nigerian used,D,Petrol,Automatic,black,2541000,10
Honda,Civic,2012,159405,Nigerian used,D,Petrol,Automatic,grey,1661000,9
Acura,Rl,2008,136741,Foreign used,C,Petrol,Automatic,gold,1991000,13
Toyota,4Runner,2004,249131,Nigerian used,E,Petrol,Automatic,silver,1551000,17
Kia,Rio,2017,9578,Nigerian used,B,Petrol,Automatic,red,3311000,4
BMW,X6,2008,85262,Nigerian used,C,Petrol,Automatic,wine,5761500,13
Land Rover,Freelander,2002,99543,Nigerian used,E,Petrol,Manual,green,471500,19
Toyota,Avalon,2008,184497,Foreign used,C,Petrol,Automatic,black,2760000,13
Toyota,Camry,2008,82433,Foreign used,D,Petrol,Automatic,white,2760000,13
Nissan,NV350,2015,260198,Nigerian used,E,Petrol,Manual,white,3311000,6
Honda,Pilot,2003,189203,Nigerian used,C,Petrol,Automatic,blue,1551000,18
Kia,Rio,2012,122259,Nigerian used,C,Petrol,Manual,grey,1331000,9
Mitsubishi,Endeavor,2004,80739,Nigerian used,D,Petrol,Automatic,black,816500,17
Toyota,Avensis,2003,267609,Foreign used,C,Petrol,Manual,blue,1936000,18
Volvo,S60,2007,212655,Nigerian used,D,Petrol,Automatic,blue,670000,14
Cadillac,Srx,2007,108733,Nigerian used,D,Petrol,Automatic,gold,1110000,14
Lincoln,Navigator,2003,225338,Foreign used,E,Petrol,Automatic,black,1111000,18
Volkswagen,CC,2013,78944,Nigerian used,C,Petrol,Automatic,grey,4411000,8
Toyota,Land Cruiser Prado,2009,119918,Nigerian used,D,Petrol,Automatic,black,2431000,12
Toyota,4Runner,2003,190457,Nigerian used,C,Petrol,Automatic,silver,1551000,18
Toyota,4Runner,1999,51614,Nigerian used,E,Petrol,Automatic,black,891000,22
Ford,Focus,2014,88082,Foreign used,E,Petrol,Automatic,grey,3091000,7
Toyota,Highlander,2004,194589,Nigerian used,C,Petrol,Automatic,black,1936000,17
Mercedes-Benz,E280,2008,87047,Nigerian used,E,Petrol,Automatic,black,1660000,13
Honda,Accord,2003,209377,Nigerian used,D,Petrol,Automatic,gold,945000,18
Mazda,Cx-7,2011,164712,Nigerian used,D,Petrol,Automatic,black,2651000,10
Nissan,Maxima,2002,260522,Nigerian used,E,Petrol,Automatic,blue,451000,19
Toyota,Sienna,2010,71333,Nigerian used,D,Petrol,Automatic,blue,2211000,11
Acura,Mdx,2003,186513,Nigerian used,E,Petrol,Automatic,black,1331000,18
Honda,Odyssey,2005,162291,Nigerian used,C,Petrol,Automatic,silver,1331000,16
Mercedes-Benz,C300,2012,77915,Nigerian used,C,Petrol,Automatic,black,4411000,9
Toyota,Vitz,2007,6589,Nigerian used,C,Petrol,Automatic,black,1111000,14
Honda,Odyssey,2005,219998,Foreign used,D,Petrol,Automatic,green,1330000,16
Honda,Accord,2017,68624,Foreign used,D,Petrol,Automatic,white,6611000,4
Infiniti,G,2007,207602,Foreign used,C,Petrol,Automatic,black,1771000,14
Nissan,Pathfinder,2005,112666,Nigerian used,D,Petrol,Automatic,black,1621500,16
Nissan,Pathfinder,2001,173398,Nigerian used,E,Petrol,Automatic,gold,561000,20
Lexus,Es,2005,71206,Foreign used,C,Petrol,Automatic,white,2541000,16
Toyota,Carina,1995,183586,Nigerian used,D,Petrol,Manual,grey,403500,26
Peugeot,307,2004,101290,Foreign used,E,Petrol,Manual,silver,1331000,17
Honda,Accord,2004,306601,Nigerian used,D,Petrol,Automatic,green,750000,17
Volkswagen,Passat,2010,61710,Nigerian used,E,Petrol,Automatic,black,1661000,11
Land Rover,Range Rover Sport,2008,162918,Nigerian used,C,Petrol,Automatic,black,3311000,13
Mercedes-Benz,GLA250,2016,25221,Nigerian used,E,Petrol,Automatic,black,6611000,5
Kia,Rio,2014,224323,Nigerian used,E,Petrol,Manual,black,891000,7
Honda,Accord,2003,165955,Nigerian used,D,Petrol,Automatic,gold,711500,18
Mercedes-Benz,E320,2003,272743,Foreign used,C,Petrol,Automatic,grey,1991000,18
Peugeot,407,2006,240163,Nigerian used,C,Petrol,Automatic,blue,1450000,15
Toyota,Corolla,2014,64447,Foreign used,C,Petrol,Automatic,grey,4961000,7
Toyota,Highlander,2008,60102,Foreign used,D,Petrol,Automatic,black,4961000,13
Mazda,Tribute,2003,144312,Nigerian used,E,Petrol,Automatic,green,836000,18
Honda,Cr-V,1999,111970,Nigerian used,E,Petrol,Automatic,white,561000,22
Mazda,Tribute,2003,241782,Nigerian used,D,Petrol,Automatic,black,671000,18
Lexus,Es,2010,170403,Foreign used,D,Petrol,Automatic,white,3861000,11
Toyota,Corolla,2014,62036,Foreign used,C,Petrol,Automatic,grey,4411000,7
Nissan,Altima,2014,39122,Nigerian used,C,Petrol,Automatic,black,6611000,7
Toyota,Corolla,2016,64899,Foreign used,E,Petrol,Automatic,white,4851000,5
Mercedes-Benz,C230,2006,195590,Foreign used,C,Petrol,Automatic,black,2211000,15
Acura,Mdx,2006,123698,Nigerian used,E,Petrol,Automatic,grey,1551000,15
Lexus,Rx 300,1999,229105,Nigerian used,D,Petrol,Automatic,grey,891000,22
Toyota,4Runner,2007,255858,Nigerian used,D,Petrol,Automatic,blue,1331000,14
Toyota,Corolla,2016,47039,Foreign used,D,Petrol,Automatic,black,4851000,5
Kia,Sedona,2005,154669,Foreign used,D,Petrol,Automatic,blue,1331000,16
Toyota,Camry,1998,239702,Nigerian used,D,Petrol,Automatic,gold,506000,23
Toyota,Corolla,2003,195200,Nigerian used,E,Petrol,Automatic,red,1661000,18
Kia,Sorento,2005,140279,Nigerian used,D,Petrol,Automatic,black,1661000,16
Chrysler,Sebring,2008,104098,Foreign used,D,Petrol,Automatic,silver,3091000,13
Nissan,Maxima,1999,189340,Nigerian used,D,Petrol,Automatic,green,561000,22
Peugeot,206,2001,69280,Nigerian used,E,Petrol,Automatic,blue,726000,20
Honda,Pilot,2012,170877,Foreign used,C,Petrol,Automatic,grey,4301000,9
Toyota,Corolla,2016,20054,Foreign used,B,Petrol,Automatic,red,6061000,5
Toyota,Corolla,2008,85006,Nigerian used,D,Petrol,Automatic,silver,1661000,13
Mercedes-Benz,B180,2006,176479,Nigerian used,C,Petrol,Automatic,grey,2101000,15
Volkswagen,Passat,2007,155649,Nigerian used,D,Petrol,Automatic,blue,1331000,14
Lexus,Gx,2006,103462,Foreign used,C,Petrol,Automatic,silver,6391000,15
Lexus,Rx 330,2004,167261,Nigerian used,C,Petrol,Automatic,grey,2761000,17
Acura,Mdx,2001,195138,Foreign used,E,Petrol,Automatic,green,1441000,20
Ford,Econoline,1998,169106,Nigerian used,E,Petrol,Automatic,black,1661000,23
Mercedes-Benz,C320,2001,101348,Foreign used,C,Petrol,Automatic,black,1936000,20
